CustomerId,Surname,Geography,Gender,Age,Balance,EstimatedSalary,NumOfProducts,Card Type,HasCrCard,CreditScore,Tenure,Complain,Satisfaction Score,Point Earned,IsActiveMember,Exited,Credit Rank,Age rank,Balance Rank,IsActiveMember_rank,Salary Rank,Exited_rank,Complain_dict
15643966,Goforth,Germany,Male,45,143129.41,64327.26,2,GOLD,Not using Credit Card,616,3,0,5,308,1,0,600 - 700,Adult,Balance medium,Active,50k - 100k,Client,No Complain
15737452,Romeo,Germany,Male,58,132602.88,5097.67,1,SILVER,Using Credit Card,653,1,0,2,163,0,1,600 - 700,Senior,Balance medium,Not active,0 - 50k,Exited,No Complain
15788218,Henderson,Spain,Female,24,0.0,14406.41,2,SILVER,Using Credit Card,549,9,0,3,544,1,0,500 - 600,Young_adult,Balance small,Active,0 - 50k,Client,No Complain
15661507,Muldrow,Spain,Male,45,0.0,158684.81,1,PLATINUM,Not using Credit Card,587,6,0,3,732,0,0,500 - 600,Adult,Balance small,Not active,150k - 200k,Client,No Complain
15568982,Hao,France,Female,24,0.0,54724.03,2,GOLD,Using Credit Card,726,6,0,4,477,1,0,700 - 800,Young_adult,Balance small,Active,50k - 100k,Client,No Complain
15577657,McDonald,France,Male,41,0.0,170886.17,2,PLATINUM,Using Credit Card,732,8,0,3,568,1,0,700 - 800,Adult,Balance small,Active,150k - 200k,Client,No Complain
15597945,Dellucci,Spain,Female,32,0.0,138555.46,2,DIAMOND,Using Credit Card,636,8,0,2,336,0,0,600 - 700,Adult,Balance small,Not active,100k - 150k,Client,No Complain
15699309,Gerasimov,Spain,Female,38,0.0,118913.53,1,DIAMOND,Using Credit Card,510,4,1,2,887,0,1,500 - 600,Adult,Balance small,Not active,100k - 150k,Exited,Complain
15725737,Mosman,France,Male,46,0.0,8487.75,2,SILVER,Not using Credit Card,669,3,0,2,665,1,0,600 - 700,Adult,Balance small,Active,0 - 50k,Client,No Complain
15625047,Yen,France,Female,38,0.0,187616.16,1,PLATINUM,Using Credit Card,846,5,0,3,225,1,0,800 - 900,Adult,Balance small,Active,150k - 200k,Client,No Complain
15738191,Maclean,France,Male,25,0.0,124508.29,2,PLATINUM,Not using Credit Card,577,3,0,3,659,1,0,500 - 600,Young_adult,Balance small,Active,100k - 150k,Client,No Complain
15736816,Young,Germany,Male,36,136815.64,170041.95,1,DIAMOND,Using Credit Card,756,2,0,5,236,1,0,700 - 800,Adult,Balance medium,Active,150k - 200k,Client,No Complain
15700772,Nebechi,France,Male,44,0.0,38433.35,2,PLATINUM,Not using Credit Card,571,9,0,4,448,0,0,500 - 600,Adult,Balance small,Not active,0 - 50k,Client,No Complain
15728693,McWilliams,Germany,Female,43,141349.43,100187.43,1,DIAMOND,Using Credit Card,574,3,0,5,499,1,0,500 - 600,Adult,Balance medium,Active,100k - 150k,Client,No Complain
15656300,Lucciano,France,Male,29,59697.17,53483.21,2,GOLD,Using Credit Card,411,0,0,2,343,1,0,400 - 500,Young_adult,Balance medium,Active,50k - 100k,Client,No Complain
15589475,Azikiwe,Spain,Female,39,0.0,140469.38,3,DIAMOND,Using Credit Card,591,3,1,3,298,0,1,500 - 600,Adult,Balance small,Not active,100k - 150k,Exited,Complain
15706552,Odinakachukwu,France,Male,36,85311.7,156731.91,1,SILVER,Not using Credit Card,533,7,0,5,628,1,0,500 - 600,Adult,Balance medium,Active,150k - 200k,Client,No Complain
15750181,Sanderson,Germany,Male,41,110112.54,81898.81,2,GOLD,Not using Credit Card,553,9,0,3,611,0,0,500 - 600,Adult,Balance medium,Not active,50k - 100k,Client,No Complain
15659428,Maggard,Spain,Female,42,0.0,34410.55,2,SILVER,Using Credit Card,520,6,0,2,922,1,0,500 - 600,Adult,Balance small,Active,0 - 50k,Client,No Complain
15732963,Clements,Spain,Female,29,0.0,142033.07,2,PLATINUM,Using Credit Card,722,9,0,5,276,1,0,700 - 800,Young_adult,Balance small,Active,100k - 150k,Client,No Complain
15794171,Lombardo,France,Female,45,134264.04,27822.99,1,DIAMOND,Using Credit Card,475,0,1,1,877,0,1,400 - 500,Adult,Balance medium,Not active,0 - 50k,Exited,Complain
15788448,Watson,Spain,Male,31,145260.23,114066.77,1,SILVER,Not using Credit Card,490,3,0,4,471,1,0,400 - 500,Adult,Balance medium,Active,100k - 150k,Client,No Complain
15729599,Lorenzo,Spain,Male,33,76548.6,98453.45,1,GOLD,Not using Credit Card,804,7,0,2,994,1,0,800 - 900,Adult,Balance medium,Active,50k - 100k,Client,No Complain
15717426,Armstrong,France,Male,36,0.0,40812.9,1,GOLD,Using Credit Card,850,7,0,3,944,1,0,800 - 900,Adult,Balance small,Active,0 - 50k,Client,No Complain
15585768,Cameron,Germany,Male,41,70349.48,178074.04,2,GOLD,Not using Credit Card,582,6,0,5,419,1,0,500 - 600,Adult,Balance medium,Active,150k - 200k,Client,No Complain
15619360,Hsiao,Spain,Male,40,0.0,70154.22,1,DIAMOND,Using Credit Card,472,4,0,4,545,0,0,400 - 500,Adult,Balance small,Not active,50k - 100k,Client,No Complain
15738148,Clarke,France,Female,51,122522.32,181297.65,1,SILVER,Not using Credit Card,465,8,1,5,828,0,1,400 - 500,Senior,Balance medium,Not active,150k - 200k,Exited,Complain
15687946,Osborne,France,Female,61,117419.35,94153.83,1,PLATINUM,Using Credit Card,556,2,0,3,789,1,0,500 - 600,Senior,Balance medium,Active,50k - 100k,Client,No Complain
15755196,Lavine,France,Female,49,131394.56,194365.76,1,GOLD,Not using Credit Card,834,2,1,2,567,0,1,800 - 900,Adult,Balance medium,Not active,150k - 200k,Exited,Complain
15684171,Bianchi,Spain,Female,61,155931.11,158338.39,1,PLATINUM,Using Credit Card,660,5,0,1,884,1,0,600 - 700,Senior,Balance high,Active,150k - 200k,Client,No Complain
15754849,Tyler,Germany,Female,32,109421.13,126517.46,2,SILVER,Using Credit Card,776,4,0,1,296,1,0,700 - 800,Adult,Balance medium,Active,100k - 150k,Client,No Complain
15602280,Martin,Germany,Female,27,112045.67,119708.21,1,DIAMOND,Using Credit Card,829,9,1,3,779,1,1,800 - 900,Young_adult,Balance medium,Active,100k - 150k,Exited,Complain
15771573,Okagbue,Germany,Female,39,137843.8,117622.8,1,SILVER,Using Credit Card,637,9,1,1,730,1,1,600 - 700,Adult,Balance medium,Active,100k - 150k,Exited,Complain
15766205,Yin,Germany,Male,38,103391.38,90878.13,1,DIAMOND,Not using Credit Card,550,2,0,3,960,1,0,500 - 600,Adult,Balance medium,Active,50k - 100k,Client,No Complain
15771873,Buccho,Germany,Female,37,103769.22,194099.12,2,SILVER,Using Credit Card,776,2,0,1,268,0,0,700 - 800,Adult,Balance medium,Not active,150k - 200k,Client,No Complain
15616550,Chidiebele,Germany,Male,44,116363.37,198059.16,2,SILVER,Using Credit Card,698,10,0,4,829,0,0,600 - 700,Adult,Balance medium,Not active,150k - 200k,Client,No Complain
15768193,Trevisani,Germany,Male,36,146050.97,86424.57,2,SILVER,Not using Credit Card,585,5,0,3,665,0,0,500 - 600,Adult,Balance medium,Not active,50k - 100k,Client,No Complain
15683553,O'Brien,France,Female,33,0.0,116978.19,2,GOLD,Not using Credit Card,788,5,0,3,982,0,0,700 - 800,Adult,Balance small,Not active,100k - 150k,Client,No Complain
15702298,Parkhill,Germany,Male,41,125561.97,164040.94,1,SILVER,Not using Credit Card,655,8,1,3,343,0,1,600 - 700,Adult,Balance medium,Not active,150k - 200k,Exited,Complain
15569590,Yoo,Germany,Male,42,98495.72,40014.76,1,DIAMOND,Using Credit Card,601,1,1,2,225,0,1,600 - 700,Adult,Balance medium,Not active,0 - 50k,Exited,Complain
15760861,Phillipps,France,Male,43,125211.92,113410.49,1,SILVER,Using Credit Card,619,1,0,5,657,1,0,600 - 700,Adult,Balance medium,Active,100k - 150k,Client,No Complain
15630053,Tsao,France,Male,45,127864.4,87107.57,1,PLATINUM,Using Credit Card,656,5,0,2,221,0,0,600 - 700,Adult,Balance medium,Not active,50k - 100k,Client,No Complain
15647091,Endrizzi,Germany,Male,19,75888.2,45613.75,1,PLATINUM,Not using Credit Card,725,0,0,2,406,0,0,700 - 800,Young_adult,Balance medium,Not active,0 - 50k,Client,No Complain
15623944,T'ien,Spain,Female,66,0.0,1643.11,1,SILVER,Using Credit Card,511,4,1,5,549,0,1,500 - 600,Senior,Balance small,Not active,0 - 50k,Exited,Complain
15804771,Velazquez,France,Male,51,40685.92,46775.28,1,PLATINUM,Using Credit Card,614,4,0,4,954,1,0,600 - 700,Senior,Balance small,Active,0 - 50k,Client,No Complain
15651280,Hunter,Germany,Male,35,136857.0,84509.57,1,GOLD,Not using Credit Card,742,5,0,4,823,0,0,700 - 800,Adult,Balance medium,Not active,50k - 100k,Client,No Complain
15773469,Clark,Germany,Female,27,152328.88,126494.82,2,DIAMOND,Not using Credit Card,687,9,0,5,769,0,0,600 - 700,Young_adult,Balance high,Not active,100k - 150k,Client,No Complain
15702014,Jeffrey,Spain,Male,33,56084.69,178798.13,2,PLATINUM,Not using Credit Card,555,1,0,5,481,0,0,500 - 600,Adult,Balance medium,Not active,150k - 200k,Client,No Complain
15751208,Pirozzi,Spain,Male,56,78707.16,99398.36,1,SILVER,Using Credit Card,684,8,0,4,903,1,0,600 - 700,Senior,Balance medium,Active,50k - 100k,Client,No Complain
15592461,Jackson,Germany,Male,26,109166.37,92840.67,1,PLATINUM,Using Credit Card,603,4,0,3,882,1,0,600 - 700,Young_adult,Balance medium,Active,50k - 100k,Client,No Complain
15789484,Hammond,Germany,Female,36,169831.46,27758.36,2,GOLD,Using Credit Card,751,6,1,5,379,1,0,700 - 800,Adult,Balance high,Active,0 - 50k,Client,Complain
15696061,Brownless,Germany,Female,34,101633.04,110431.51,1,PLATINUM,Using Credit Card,581,1,1,3,469,0,0,500 - 600,Adult,Balance medium,Not active,100k - 150k,Client,Complain
15641582,Chibugo,Germany,Male,43,123180.01,196673.28,2,PLATINUM,Using Credit Card,735,10,1,3,683,1,0,700 - 800,Adult,Balance medium,Active,150k - 200k,Client,Complain
15638424,Glauert,Germany,Female,35,150725.53,113656.85,2,GOLD,Not using Credit Card,661,5,1,1,770,1,0,600 - 700,Adult,Balance high,Active,100k - 150k,Client,Complain
15755648,Pisano,France,Female,21,98373.26,18203.0,1,SILVER,Using Credit Card,675,8,0,5,985,0,0,600 - 700,Young_adult,Balance medium,Not active,0 - 50k,Client,No Complain
15703793,Konovalova,Germany,Male,58,133745.44,28373.86,4,GOLD,Using Credit Card,738,2,1,4,725,0,1,700 - 800,Senior,Balance medium,Not active,0 - 50k,Exited,Complain
15620344,McKee,France,Male,29,0.0,33953.87,1,PLATINUM,Using Credit Card,813,6,0,3,259,0,0,800 - 900,Young_adult,Balance small,Not active,0 - 50k,Client,No Complain
15812518,Palermo,Spain,Female,37,163607.18,44203.55,1,GOLD,Not using Credit Card,657,0,0,2,979,1,0,600 - 700,Adult,Balance high,Active,0 - 50k,Client,No Complain
15779052,Ballard,Germany,Female,25,157780.84,58426.81,2,SILVER,Using Credit Card,604,5,0,2,988,1,0,600 - 700,Young_adult,Balance high,Active,50k - 100k,Client,No Complain
15770811,Wallace,France,Male,36,0.0,145562.4,2,PLATINUM,Not using Credit Card,519,9,0,2,833,1,0,500 - 600,Adult,Balance small,Active,100k - 150k,Client,No Complain
15780961,Cavenagh,France,Female,21,178718.19,22388.0,2,PLATINUM,Using Credit Card,735,1,0,1,527,0,0,700 - 800,Young_adult,Balance high,Not active,0 - 50k,Client,No Complain
15614049,Hu,France,Male,55,0.0,139161.64,2,SILVER,Using Credit Card,664,8,0,5,220,1,0,600 - 700,Senior,Balance small,Active,100k - 150k,Client,No Complain
15662085,Read,France,Female,32,0.0,148210.64,1,GOLD,Using Credit Card,678,9,0,4,983,1,0,600 - 700,Adult,Balance small,Active,100k - 150k,Client,No Complain
15575185,Bushell,Spain,Male,33,77253.22,194239.63,1,SILVER,Not using Credit Card,757,5,0,3,582,1,0,700 - 800,Adult,Balance medium,Active,150k - 200k,Client,No Complain
15803136,Postle,Germany,Female,41,122189.66,98301.61,2,SILVER,Using Credit Card,416,10,0,3,281,0,0,400 - 500,Adult,Balance medium,Not active,50k - 100k,Client,No Complain
15706021,Buley,France,Female,34,96645.54,171413.66,2,DIAMOND,Not using Credit Card,665,1,0,3,798,0,0,600 - 700,Adult,Balance medium,Not active,150k - 200k,Client,No Complain
15663706,Leonard,France,Female,32,0.0,136458.19,1,SILVER,Using Credit Card,777,2,1,5,917,0,1,700 - 800,Adult,Balance small,Not active,100k - 150k,Exited,Complain
15641732,Mills,France,Female,36,0.0,26019.59,2,DIAMOND,Not using Credit Card,543,3,0,2,255,0,0,500 - 600,Adult,Balance small,Not active,0 - 50k,Client,No Complain
15701164,Onyeorulu,France,Female,34,90307.62,159235.29,1,SILVER,Using Credit Card,506,4,0,4,511,1,0,500 - 600,Adult,Balance medium,Active,150k - 200k,Client,No Complain
15738751,Beit,France,Female,46,0.0,1907.66,2,SILVER,Using Credit Card,493,4,0,1,498,0,0,400 - 500,Adult,Balance small,Not active,0 - 50k,Client,No Complain
15805254,Ndukaku,Spain,Female,75,0.0,114675.75,2,DIAMOND,Using Credit Card,652,10,0,5,651,1,0,600 - 700,Senior,Balance small,Active,100k - 150k,Client,No Complain
15762418,Gant,Spain,Male,22,121681.82,128643.35,1,SILVER,Using Credit Card,750,3,1,2,852,0,1,700 - 800,Young_adult,Balance medium,Not active,100k - 150k,Exited,Complain
15625759,Rowley,France,Male,30,0.0,151869.35,2,DIAMOND,Using Credit Card,729,9,0,1,807,0,0,700 - 800,Adult,Balance small,Not active,150k - 200k,Client,No Complain
15622897,Sharpe,France,Female,46,0.0,93251.42,3,PLATINUM,Using Credit Card,646,4,1,3,470,0,1,600 - 700,Adult,Balance small,Not active,50k - 100k,Exited,Complain
15767954,Osborne,Germany,Female,28,81623.67,156791.36,2,DIAMOND,Using Credit Card,635,3,0,1,659,1,0,600 - 700,Young_adult,Balance medium,Active,150k - 200k,Client,No Complain
15757535,Heap,Spain,Female,44,0.0,174205.22,3,DIAMOND,Using Credit Card,647,5,1,3,752,1,1,600 - 700,Adult,Balance small,Active,150k - 200k,Exited,Complain
15731511,Ritchie,France,Male,45,118626.55,147132.46,2,SILVER,Using Credit Card,808,7,0,1,559,0,0,800 - 900,Adult,Balance medium,Not active,100k - 150k,Client,No Complain
15809248,Cole,France,Female,36,0.0,109614.57,2,GOLD,Using Credit Card,524,10,0,2,375,0,0,500 - 600,Adult,Balance small,Not active,100k - 150k,Client,No Complain
15640635,Capon,France,Male,29,0.0,172290.61,2,DIAMOND,Using Credit Card,769,8,0,2,411,1,0,700 - 800,Young_adult,Balance small,Active,150k - 200k,Client,No Complain
15676966,Capon,Spain,Male,42,0.0,85982.47,2,DIAMOND,Not using Credit Card,730,4,0,4,722,1,0,700 - 800,Adult,Balance small,Active,50k - 100k,Client,No Complain
15699461,Fiorentini,Spain,Male,35,176273.95,121277.78,1,GOLD,Not using Credit Card,515,10,0,1,231,1,0,500 - 600,Adult,Balance high,Active,100k - 150k,Client,No Complain
15738721,Graham,Spain,Male,41,102827.44,64595.25,1,DIAMOND,Not using Credit Card,773,9,0,5,488,1,0,700 - 800,Adult,Balance medium,Active,50k - 100k,Client,No Complain
15693683,Yuille,Germany,Male,29,97086.4,197276.13,2,GOLD,Using Credit Card,814,8,0,2,965,1,0,800 - 900,Young_adult,Balance medium,Active,150k - 200k,Client,No Complain
15604348,Allard,Spain,Male,22,0.0,99645.04,2,SILVER,Not using Credit Card,710,8,0,4,289,0,0,700 - 800,Young_adult,Balance small,Not active,50k - 100k,Client,No Complain
15633059,Fanucci,France,Male,34,0.0,6534.18,2,PLATINUM,Not using Credit Card,413,9,0,1,449,0,0,400 - 500,Adult,Balance small,Not active,0 - 50k,Client,No Complain
15808582,Fu,France,Female,40,0.0,161848.03,1,SILVER,Using Credit Card,665,6,0,2,651,1,0,600 - 700,Adult,Balance small,Active,150k - 200k,Client,No Complain
15743192,Hung,France,Female,44,0.0,167162.43,2,DIAMOND,Not using Credit Card,623,6,0,2,520,0,0,600 - 700,Adult,Balance small,Not active,150k - 200k,Client,No Complain
15580146,Hung,France,Male,31,82674.15,41970.72,1,DIAMOND,Using Credit Card,738,9,0,4,234,0,0,700 - 800,Adult,Balance medium,Not active,0 - 50k,Client,No Complain
15776605,Bradley,Spain,Male,36,0.0,60536.56,2,SILVER,Using Credit Card,528,7,0,5,458,0,0,500 - 600,Adult,Balance small,Not active,50k - 100k,Client,No Complain
15804919,Dunbabin,Spain,Female,65,0.0,177655.68,1,GOLD,Using Credit Card,670,1,1,2,915,1,1,600 - 700,Senior,Balance small,Active,150k - 200k,Exited,Complain
15613854,Mauldon,Spain,Female,46,107073.27,30984.59,2,GOLD,Using Credit Card,622,4,1,3,299,1,1,600 - 700,Adult,Balance medium,Active,0 - 50k,Exited,Complain
15599195,Stiger,Germany,Male,32,88938.62,10054.53,1,GOLD,Using Credit Card,582,1,0,4,838,1,0,500 - 600,Adult,Balance medium,Active,0 - 50k,Client,No Complain
15812878,Parsons,Germany,Female,36,99806.85,36976.52,1,PLATINUM,Not using Credit Card,785,2,0,5,786,1,0,700 - 800,Adult,Balance medium,Active,0 - 50k,Client,No Complain
15602312,Walkom,Spain,Male,33,150092.8,71862.79,1,DIAMOND,Not using Credit Card,605,5,0,3,509,0,0,600 - 700,Adult,Balance high,Not active,50k - 100k,Client,No Complain
15744689,T'ang,Germany,Male,35,92833.89,99449.86,1,DIAMOND,Using Credit Card,479,9,1,3,328,0,1,400 - 500,Adult,Balance medium,Not active,50k - 100k,Exited,Complain
15803526,Eremenko,Germany,Male,30,90536.81,63082.88,1,SILVER,Not using Credit Card,685,3,0,4,347,1,0,600 - 700,Adult,Balance medium,Active,50k - 100k,Client,No Complain
15665790,Rowntree,Germany,Male,39,108055.1,27231.26,2,SILVER,Using Credit Card,538,7,0,5,534,0,0,500 - 600,Adult,Balance medium,Not active,0 - 50k,Client,No Complain
15715951,Thorpe,France,Male,42,100238.35,86797.41,1,PLATINUM,Not using Credit Card,562,2,0,5,709,0,0,500 - 600,Adult,Balance medium,Not active,50k - 100k,Client,No Complain
15591100,Chiemela,Spain,Male,36,106190.55,22994.32,1,SILVER,Not using Credit Card,675,9,0,4,749,1,0,600 - 700,Adult,Balance medium,Active,0 - 50k,Client,No Complain
15609618,Fanucci,Germany,Male,28,154475.54,101300.94,2,PLATINUM,Not using Credit Card,721,9,1,5,541,1,1,700 - 800,Young_adult,Balance high,Active,100k - 150k,Exited,Complain
15675522,Ko,Germany,Female,30,132351.29,74169.13,2,GOLD,Using Credit Card,628,9,0,2,736,1,0,600 - 700,Adult,Balance medium,Active,50k - 100k,Client,No Complain
15705512,Welch,Germany,Female,37,167864.4,115638.29,1,SILVER,Using Credit Card,668,6,0,4,529,0,0,600 - 700,Adult,Balance high,Not active,100k - 150k,Client,No Complain
15698028,Duncan,France,Female,41,0.0,31766.3,2,GOLD,Using Credit Card,506,1,0,4,594,0,0,500 - 600,Adult,Balance small,Not active,0 - 50k,Client,No Complain
15661670,Chidozie,Germany,Female,31,107818.63,199725.39,1,SILVER,Using Credit Card,524,8,1,1,462,0,1,500 - 600,Adult,Balance medium,Not active,150k - 200k,Exited,Complain
15600781,Wu,Germany,Male,34,185173.81,120834.48,2,PLATINUM,Using Credit Card,699,4,0,3,429,0,0,600 - 700,Adult,Balance high,Not active,100k - 150k,Client,No Complain
15682472,Culbreth,France,Male,34,129433.34,38131.77,2,SILVER,Not using Credit Card,828,8,0,4,370,0,0,800 - 900,Adult,Balance medium,Not active,0 - 50k,Client,No Complain
15580203,Kennedy,Spain,Male,39,120193.42,100130.95,1,PLATINUM,Not using Credit Card,674,6,0,1,510,0,0,600 - 700,Adult,Balance medium,Not active,100k - 150k,Client,No Complain
15690673,Cameron,France,Female,39,0.0,141069.88,2,DIAMOND,Using Credit Card,656,6,0,4,638,0,0,600 - 700,Adult,Balance small,Not active,100k - 150k,Client,No Complain
15760085,Calabresi,Germany,Female,48,126384.42,198129.36,1,GOLD,Using Credit Card,684,10,0,1,462,1,0,600 - 700,Adult,Balance medium,Active,150k - 200k,Client,No Complain
15779659,Zetticci,France,Female,28,0.0,183646.41,1,GOLD,Not using Credit Card,625,3,0,4,718,0,0,600 - 700,Young_adult,Balance small,Not active,150k - 200k,Client,No Complain
15627360,Fuller,France,Male,42,152603.45,110265.24,1,DIAMOND,Using Credit Card,432,9,1,3,437,0,1,400 - 500,Adult,Balance high,Not active,100k - 150k,Exited,Complain
15671137,MacDonald,France,Female,52,0.0,8636.05,1,DIAMOND,Not using Credit Card,549,1,1,4,485,1,1,500 - 600,Senior,Balance small,Active,0 - 50k,Exited,Complain
15782688,Piccio,Germany,Male,56,148507.24,46824.08,1,PLATINUM,Using Credit Card,625,0,1,3,410,0,1,600 - 700,Senior,Balance medium,Not active,0 - 50k,Exited,Complain
15575492,Kennedy,France,Female,41,0.0,171378.77,2,PLATINUM,Using Credit Card,828,7,0,2,666,0,0,800 - 900,Adult,Balance small,Not active,150k - 200k,Client,No Complain
15591607,Fernie,France,Male,24,101827.07,167256.35,1,GOLD,Using Credit Card,770,9,0,4,730,0,0,700 - 800,Young_adult,Balance medium,Not active,150k - 200k,Client,No Complain
15740404,He,France,Female,34,0.0,124226.16,2,PLATINUM,Using Credit Card,758,3,0,2,375,1,0,700 - 800,Adult,Balance small,Active,100k - 150k,Client,No Complain
15718369,Kaodilinakachukwu,Germany,Female,33,130862.43,114935.21,1,GOLD,Using Credit Card,795,9,0,5,411,1,0,700 - 800,Adult,Balance medium,Active,100k - 150k,Client,No Complain
15677871,Cocci,France,Male,38,122570.87,35608.88,1,DIAMOND,Using Credit Card,687,9,0,4,595,1,0,600 - 700,Adult,Balance medium,Active,0 - 50k,Client,No Complain
15642004,Alekseeva,France,Male,25,0.0,16459.37,2,DIAMOND,Not using Credit Card,686,1,0,1,578,1,0,600 - 700,Young_adult,Balance small,Active,0 - 50k,Client,No Complain
15712543,Chinweike,Germany,Male,39,124828.46,124411.08,2,PLATINUM,Using Credit Card,789,7,0,2,377,1,0,700 - 800,Adult,Balance medium,Active,100k - 150k,Client,No Complain
15584518,Arthur,Germany,Female,50,144895.05,34941.23,2,GOLD,Using Credit Card,589,5,0,2,831,1,0,500 - 600,Adult,Balance medium,Active,0 - 50k,Client,No Complain
15802381,Li,Germany,Female,34,63663.93,167784.28,1,SILVER,Not using Credit Card,461,5,0,1,497,1,0,400 - 500,Adult,Balance medium,Active,150k - 200k,Client,No Complain
15610156,Ma,France,Male,40,133463.1,93165.34,1,PLATINUM,Not using Credit Card,637,2,0,1,374,1,0,600 - 700,Adult,Balance medium,Active,50k - 100k,Client,No Complain
15594408,Chia,Spain,Female,48,213146.2,75161.25,1,DIAMOND,Using Credit Card,584,2,0,4,814,0,1,500 - 600,Adult,Balance high,Not active,50k - 100k,Exited,No Complain
15640905,Vasin,Spain,Female,35,129490.36,8590.83,2,GOLD,Not using Credit Card,579,1,1,4,247,1,1,500 - 600,Adult,Balance medium,Active,0 - 50k,Exited,Complain
15698932,Groves,Germany,Male,44,137452.09,189543.9,1,PLATINUM,Using Credit Card,756,10,0,5,965,0,0,700 - 800,Adult,Balance medium,Not active,150k - 200k,Client,No Complain
15724944,Tien,France,Male,34,0.0,180427.24,2,SILVER,Using Credit Card,663,7,0,3,912,1,0,600 - 700,Adult,Balance small,Active,150k - 200k,Client,No Complain
15628145,Forwood,France,Female,43,125851.93,193318.33,1,GOLD,Using Credit Card,682,5,0,4,462,1,0,600 - 700,Adult,Balance medium,Active,150k - 200k,Client,No Complain
15713483,Greeves,Spain,Male,52,0.0,159123.82,1,GOLD,Using Credit Card,793,2,1,5,883,0,1,700 - 800,Senior,Balance small,Not active,150k - 200k,Exited,Complain
15612350,Taylor,France,Female,31,40915.55,126213.84,1,SILVER,Using Credit Card,691,5,0,2,402,0,1,600 - 700,Adult,Balance small,Not active,100k - 150k,Exited,No Complain
15800703,Madukwe,Spain,Female,21,113157.22,54141.5,1,GOLD,Using Credit Card,485,5,0,4,764,1,0,400 - 500,Young_adult,Balance medium,Active,50k - 100k,Client,No Complain
15705707,Bennelong,Spain,Female,29,138296.94,141075.51,2,PLATINUM,Using Credit Card,635,8,0,1,608,0,0,600 - 700,Young_adult,Balance medium,Not active,100k - 150k,Client,No Complain
15754105,Olisanugo,France,Male,37,106967.18,24495.03,1,PLATINUM,Not using Credit Card,650,5,0,5,652,0,0,600 - 700,Adult,Balance medium,Not active,0 - 50k,Client,No Complain
15703264,Chukwufumnanya,France,Male,44,120681.63,74836.34,1,SILVER,Using Credit Card,735,9,0,2,520,0,0,700 - 800,Adult,Balance medium,Not active,50k - 100k,Client,No Complain
